Input_Term,Hiscox_COB,Full_Industry_Code,PL,GL,BOP,Cyber,Source
"Meat and bone meal and tankage, produced in rendering plant",OOA,                                    ,No,No,No ,No,NAICS
Neatsfoot oil rendering,OOA,                                    ,No,No,No ,No,NAICS
"Oil, animal, rendering",OOA,                                    ,No,No,No ,No,NAICS
Rendering animals (carrion) for feed,OOA,                                    ,No,No,No ,No,NAICS
Rendering fats,OOA,                                    ,No,No,No ,No,NAICS
Rendering plants,OOA,                                    ,No,No,No ,No,NAICS
"Stearin, animal, rendering",OOA,                                    ,No,No,No ,No,NAICS
Tallow produced in rendering plant,OOA,                                    ,No,No,No ,No,NAICS
Canning poultry (except baby and pet food),OOA,                                    ,No,No,No ,No,NAICS
"Chickens, processing, fresh, frozen, canned, or cooked (except baby and pet food)",OOA,                                    ,No,No,No ,No,NAICS
"Chickens, slaughtering and dressing",OOA,                                    ,No,No,No ,No,NAICS
Dressing small game,OOA,                                    ,No,No,No ,No,NAICS
"Ducks, processing, fresh, frozen, canned, or cooked",OOA,                                    ,No,No,No ,No,NAICS
"Ducks, slaughtering and dressing",OOA,                                    ,No,No,No ,No,NAICS
"Geese, processing, fresh, frozen, canned, or cooked",OOA,                                    ,No,No,No ,No,NAICS
"Geese, slaughtering and dressing",OOA,                                    ,No,No,No ,No,NAICS
"Hams, poultry, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Hot dogs, poultry, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Luncheon meat, poultry, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Meat canning, poultry (except baby and pet food), manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Meat products (e.g., hot dogs, luncheon meats, sausages) made from a combination of poultry and other meats",OOA,                                    ,No,No,No ,No,NAICS
"Poultry (e.g., canned, cooked, fresh, frozen) manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Poultry (e.g., canned, cooked, fresh, frozen) processing",OOA,                                    ,No,No,No ,No,NAICS
Poultry canning (except baby and pet food),OOA,                                    ,No,No,No ,No,NAICS
"Poultry slaughtering, dressing, and packing",OOA,                                    ,No,No,No ,No,NAICS
Processed poultry manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Rabbits processing (i.e., canned, cooked, fresh, frozen)",OOA,                                    ,No,No,No ,No,NAICS
Rabbits slaughtering and dressing,OOA,                                    ,No,No,No ,No,NAICS
"Small game, processing, fresh, frozen, canned or cooked",OOA,                                    ,No,No,No ,No,NAICS
"Small game, slaughtering, dressing and packing",OOA,                                    ,No,No,No ,No,NAICS
"Turkeys, processing, fresh, frozen, canned, or cooked",OOA,                                    ,No,No,No ,No,NAICS
"Turkeys, slaughtering and dressing",OOA,                                    ,No,No,No ,No,NAICS
"Cannery, seafood",OOA,                                    ,No,No,No ,No,NAICS
"Canning, fish, crustacea, and mollusks",OOA,                                    ,No,No,No ,No,NAICS
"Chowders, seafood, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Cod liver oil extraction, crude, processing",OOA,                                    ,No,No,No ,No,NAICS
Curing fish and seafood,OOA,                                    ,No,No,No ,No,NAICS
"Dinners, frozen seafood, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Drying fish and seafood,OOA,                                    ,No,No,No ,No,NAICS
Fish and marine animal oils processing,OOA,                                    ,No,No,No ,No,NAICS
Fish egg bait canning,OOA,                                    ,No,No,No ,No,NAICS
"Fish freezing (e.g., blocks, fillets, ready-to-serve products)",OOA,                                    ,No,No,No ,No,NAICS
Fish manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Fish meal processing,OOA,                                    ,No,No,No ,No,NAICS
"Fish, curing, drying, pickling, salting, and smoking",OOA,                                    ,No,No,No ,No,NAICS
"Floating factory ships, seafood processing",OOA,                                    ,No,No,No ,No,NAICS
"Freezing fish (e.g., blocks, fillets, ready-to-serve products)",OOA,                                    ,No,No,No ,No,NAICS
Picking crab meat,OOA,                                    ,No,No,No ,No,NAICS
Seafood and seafood products canning,OOA,                                    ,No,No,No ,No,NAICS
Seafood and seafood products curing,OOA,                                    ,No,No,No ,No,NAICS
Seafood and seafood products manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Seafood dinners, frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Seaweed processing (e.g., dulse)",OOA,                                    ,No,No,No ,No,NAICS
Shellfish and shellfish products canning,OOA,                                    ,No,No,No ,No,NAICS
Shellfish and shellfish products manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Shellfish curing,OOA,                                    ,No,No,No ,No,NAICS
Shucking and packing fresh shellfish,OOA,                                    ,No,No,No ,No,NAICS
"Soups, seafood, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Surimi manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Bakeries with baking from flour on the premises, retailing not for immediate consumption",OOA,                                    ,No,No,No ,No,NAICS
Bagels made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
"Bakery products, fresh (i.e., bread, cakes, doughnuts, pastries), made in commercial bakeries",OOA,                                    ,No,No,No ,No,NAICS
"Biscuits, bread-type, made in commercial bakeries",OOA,                                    ,No,No,No ,No,NAICS
Bread and bread-type rolls made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
"Cakes, baking (except frozen), made in commercial bakeries",OOA,                                    ,No,No,No ,No,NAICS
Commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
Communion wafer manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Croissants, baking, made in commercial bakeries",OOA,                                    ,No,No,No ,No,NAICS
Croutons and bread crumbs made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
Crullers (except frozen) made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
Doughnuts (except frozen) made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
"Frozen bread and bread-type rolls, made in commercial bakeries",OOA,                                    ,No,No,No ,No,NAICS
Knishes (except frozen) made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
Matzo baking made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
"Pastries (e.g., Danish, French), fresh, made in commercial bakeries",OOA,                                    ,No,No,No ,No,NAICS
"Pies, fresh, made in commercial bakeries",OOA,                                    ,No,No,No ,No,NAICS
"Pretzels, soft, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Rolls and buns (including frozen) made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
Soft pretzels made in a commercial bakery,OOA,                                    ,No,No,No ,No,NAICS
Sweet yeast goods (except frozen) manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Unleavened bread made in commercial bakeries,OOA,                                    ,No,No,No ,No,NAICS
"Baked goods (except bread, bread-type rolls), frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Cake, frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Crullers, frozen, made in a commercial bakery",OOA,                                    ,No,No,No ,No,NAICS
"Desserts, frozen bakery, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Doughnuts, frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Frozen cake manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Knishes, frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Pastries (e.g., Danish, French), frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Pies, frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Sweet yeast goods, frozen, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Bakery products, dry (e.g., biscuits, cookies, crackers), manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Cones, ice cream, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Cookies manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Cookies, filled, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Crackers (e.g., graham, soda) manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Graham wafers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Ice cream cones manufacturing,OOA,                                    ,No,No,No ,No,NAICS
